genes,symbol,HNSC_logFC,HNSC_AveExpr,HNSC_t,HNSC_P.Value,HNSC_adj.P.Val,HNSC_B,HNSC_stdev,KIRP_logFC,KIRP_AveExpr,KIRP_t,KIRP_P.Value,KIRP_adj.P.Val,KIRP_B,KIRP_stdev,LIHC_logFC,LIHC_AveExpr,LIHC_t,LIHC_P.Value,LIHC_adj.P.Val,LIHC_B,LIHC_stdev
ENSG00000175213.3,ZNF408,-0.232879728,4.262343937,-0.773648492,0.439845439,0.61474065,-5.802813773,0.388432845,-0.003455212,3.694497216,-0.012845596,0.989796538,0.998247006,-4.95488969,0.413959179,0.426391013,4.0354012,2.094519196,0.03745862,0.110206063,-4.108989991,0.292904782
ENSG00000175215.11,CTDSP2,-1.413337583,6.9718919,-3.1830436,0.001635671,0.066972783,-1.413417541,0.683041538,-0.669627707,6.397757492,-1.336683414,0.186720022,0.911241318,-4.510235469,0.402694991,-1.017151857,5.777258516,-3.686390684,0.000292112,0.007377578,0.12381946,0.252754046
ENSG00000175216.15,CKAP5,-1.233975887,5.700062405,-2.575198053,0.010574824,0.117030298,-3.002642393,0.699683283,-0.590266708,4.467401318,-1.737088668,0.087857734,0.911241318,-4.18693164,0.676427656,-0.572008714,4.329950358,-2.008938641,0.045872575,0.126364255,-4.266940424,0.291032328
ENSG00000175220.12,ARHGAP1,-2.28694483,6.436259392,-5.178744666,4.50E-07,0.0009869,6.052572502,0.408401816,0.262806972,6.473743202,0.729229274,0.468894122,0.911241318,-4.866262606,0.431839934,-0.490156882,4.914203084,-1.892018195,0.059916597,0.149878601,-4.502165484,0.268242142
ENSG00000175221.15,MED16,-0.341789785,5.36698311,-1.153483312,0.249777214,0.447589116,-5.530583706,0.492184678,-0.034822698,5.380418843,-0.138657968,0.890216808,0.982421138,-5.0012389,0.593464547,0.245832212,5.15272566,1.16081916,0.247083108,0.398295975,-5.575428849,0.257867149
ENSG00000175224.16,ATG13,-0.947052221,5.363211758,-3.084911042,0.002257129,0.071653376,-1.660690172,0.450843046,-0.206860928,5.035525589,-0.641307863,0.523933324,0.924860547,-4.883659469,0.513706274,-0.037243548,4.763898983,-0.213486021,0.831162842,0.894233935,-6.195547923,0.268860339
ENSG00000175274.19,TP53I11,-2.297429523,4.408352595,-2.649537158,0.008556709,0.110981515,-2.672281934,0.439380331,-0.493530551,3.432932538,-0.727250198,0.470095848,0.911241318,-4.797237467,0.430382749,-0.760786518,3.181431649,-2.185367934,0.030010049,0.09485034,-3.818140242,0.315042052
ENSG00000175283.8,DOLK,-0.647612224,5.211138357,-2.070155894,0.039430636,0.189124679,-4.103430238,0.441221318,0.02936091,4.836240529,0.087090031,0.930909962,0.987204728,-4.994437023,0.695710901,-0.208739464,4.835145333,-1.03435139,0.302206538,0.457853958,-5.701915333,0.253080541
ENSG00000175287.19,PHYHD1,1.128554436,2.29522882,1.207217916,0.228451437,0.426638888,-5.299888749,0.390558153,0.576048906,3.168662061,0.543741043,0.588773389,0.93057001,-4.854949307,0.512361425,0.116816526,3.366148422,0.205295922,0.83754731,0.898304623,-6.131375127,0.283434511
ENSG00000175309.15,PHYKPL,-0.706924935,2.829263742,-1.836014645,0.067503691,0.237958642,-4.305430415,0.543545375,-0.594707994,3.967793651,-1.467201826,0.147903357,0.911241318,-4.40827034,0.422588993,-0.147742903,3.539368857,-0.722560967,0.470783945,0.619368033,-5.908198758,0.428607911
ENSG00000175324.10,LSM1,-0.547786479,4.251248589,-1.474827499,0.141475504,0.338249161,-5.03585076,0.411257123,0.317739419,4.226404622,0.836818561,0.406243978,0.911241318,-4.790792052,0.438572476,-0.63095228,3.3133716,-2.046609142,0.041989416,0.11922052,-4.122264803,0.259215315
ENSG00000175334.8,BANF1,0.078021329,8.103648599,0.212417593,0.831948624,0.897166297,-6.193692202,0.59396396,0.169700266,7.621273113,0.62676675,0.533353698,0.924860547,-4.911826185,0.453548619,0.2772712,7.524619225,1.425440641,0.155570623,0.289887012,-5.206438555,0.276836973
ENSG00000175348.11,TMEM9B,-0.509258478,5.948166909,-1.855971159,0.064595372,0.233107675,-4.540306598,0.387221843,0.007124139,6.049000181,0.022523817,0.982110011,0.997969011,-5.014716735,0.551063031,-0.246721021,5.035499056,-1.392688424,0.165242412,0.302763947,-5.288077026,0.281180039
ENSG00000175354.20,PTPN2,0.437720378,4.075114377,1.251590041,0.211850408,0.411566604,-5.370963443,0.504973265,-0.577497595,2.977752836,-1.428766456,0.158614024,0.911241318,-4.442020654,0.377338472,-0.525476451,2.539438412,-2.079044469,0.038873913,0.113143459,-3.940766213,0.360312229
ENSG00000175376.9,EIF1AD,-0.262382717,5.087538103,-0.906583337,0.365471256,0.552413076,-5.761844108,0.659642701,-0.281450784,4.33733985,-0.880973864,0.382089491,0.911241318,-4.769493073,0.423381218,0.090652993,4.062728362,0.500677798,0.617142059,0.740173382,-6.075409483,0.342255415
ENSG00000175390.15,EIF3F,0.110107385,4.87201975,0.370688683,0.711172927,0.819786167,-6.091399645,0.610388844,0.128821744,4.876694112,0.514455685,0.608953622,0.933050631,-4.923638428,0.443800613,0.1742206,4.295936512,0.860786382,0.390374523,0.547299573,-5.850202921,0.263207971
ENSG00000175416.16,CLTB,0.246664024,8.396888973,0.50534253,0.613748762,0.752602624,-6.088333786,0.679873604,0.045732556,6.5246334,0.160667903,0.872931945,0.979414182,-5.012704195,0.479392396,0.570229665,6.366341011,2.655346297,0.008553579,0.041874047,-2.868775619,0.309849515
ENSG00000175455.16,CCDC14,-1.01923714,3.058991291,-1.80277894,0.072587262,0.24698135,-4.361057609,0.72173351,-0.987335767,3.100958826,-1.383579134,0.171966464,0.911241318,-4.47002447,0.527063634,-0.763631134,2.040088973,-2.208468646,0.028334335,0.091244227,-3.58323497,0.257526539
ENSG00000175463.12,TBC1D10C,-0.356962046,2.184164658,-0.442006063,0.658854285,0.783284715,-5.694494704,0.381347245,-0.94921697,1.898797632,-1.298064,0.199575097,0.911241318,-4.527341129,0.402211253,-0.354504928,1.588057357,-0.927238219,0.354907538,0.511390016,-5.328088617,0.253464854
ENSG00000175467.15,SART1,-0.236527092,6.1889169,-0.71670399,0.474203638,0.643693737,-5.953977489,0.597642495,0.046197008,5.341109488,0.158527005,0.874610645,0.979414182,-4.999295116,0.775211217,0.309260609,5.392249991,1.624187398,0.105892537,0.222487721,-4.959483336,0.295741509
ENSG00000175470.20,PPP2R2D,-0.174995684,3.972545965,-0.688306859,0.491876634,0.658767589,-5.841380619,0.667490405,0.366723835,3.977874753,1.36559197,0.177515814,0.911241318,-4.481512769,0.43749975,-0.100421802,2.970267077,-0.60432509,0.546304525,0.682362051,-5.933370375,0.254729466
ENSG00000175482.9,POLD4,-0.517289542,2.887868828,-1.559270386,0.120155516,0.311658257,-4.768476022,0.646682887,0.114275463,3.11295056,0.39042245,0.697702295,0.948095546,-4.880489977,0.405020212,-0.344835643,3.526763997,-1.361561701,0.174850365,0.314443879,-5.265049509,0.315209689
ENSG00000175489.10,LRRC25,-0.875262987,2.609130241,-1.120584307,0.263504585,0.461163035,-5.213322774,0.519711616,-1.029002183,3.410458118,-1.26019626,0.21281369,0.911241318,-4.537777749,0.489515201,-0.543790936,2.387656918,-1.274337416,0.204005443,0.349177808,-5.14404622,0.485566713
ENSG00000175505.11,CLCF1,-0.388028148,3.501536322,-0.55943523,0.576348989,0.724787509,-5.851303427,0.699129718,0.513717292,5.076221653,0.784845931,0.435844682,0.911241318,-4.829680402,0.574208705,-0.516867991,2.291397031,-1.130685491,0.259525892,0.410717077,-5.284015031,0.279377435
ENSG00000175550.8,DRAP1,0.320334973,7.73791626,0.839639825,0.401886031,0.58306298,-5.877034493,0.641538809,-0.057662705,6.742544757,-0.197150747,0.84442189,0.977151011,-5.010713147,0.485283311,0.443945352,6.881503574,2.240825446,0.026124026,0.086791278,-3.808953106,0.263239525
ENSG00000175567.11,UCP2,-0.840787033,5.714455885,-1.065224273,0.287768163,0.483365848,-5.617383494,0.495563262,-1.667283442,6.124970995,-2.219335076,0.030523059,0.911241318,-3.683264329,0.37975592,-0.303297523,4.396777426,-0.754983495,0.451136736,0.602447156,-5.927390244,0.474526956
ENSG00000175573.7,C11orf68,-0.629663722,6.169000034,-1.776506934,0.07682521,0.254288532,-4.682297023,0.382065277,0.208085639,6.251798546,0.649813026,0.51846418,0.92437326,-4.895775286,0.391567629,0.105231947,5.533698492,0.524241118,0.600684635,0.727141137,-6.093220344,0.262375536
ENSG00000175575.13,PAAF1,-0.69905403,2.837547294,-1.72426201,0.085855727,0.268070205,-4.494550093,0.489909824,0.152978682,3.347292667,0.509009826,0.61274091,0.933050631,-4.871053547,0.380249339,-0.071593619,2.584881678,-0.393204171,0.694582654,0.79999238,-5.956938959,0.262705727
ENSG00000175581.14,MRPL48,0.364936546,4.169012068,1.061718955,0.289353962,0.484495257,-5.580901347,0.462848171,0.091562493,4.022552645,0.374280679,0.709606039,0.952261316,-4.933667539,0.696578665,-0.006577487,3.88254038,-0.03450695,0.972506916,0.983588113,-6.184366951,0.286386023
ENSG00000175582.20,RAB6A,-0.910392647,6.4174317,-2.380391341,0.018019425,0.142269307,-3.495050159,0.593150365,-0.191251587,5.944324422,-0.601177714,0.55014235,0.924883096,-4.909477176,0.434042162,-0.750467318,5.280775326,-3.483239127,0.000607069,0.010209718,-0.534613717,0.254685826
ENSG00000175600.16,SUGCT,-1.334348815,2.995341199,-1.586884472,0.113760948,0.304183478,-4.656383767,0.624682079,0.242628403,3.259746167,0.323494645,0.747523114,0.959295642,-4.904877573,0.401336983,-0.302684933,4.084468707,-1.071177063,0.285365818,0.44000319,-5.635411,0.261436451
ENSG00000175602.4,CCDC85B,0.743215756,5.91777678,1.39018319,0.165668817,0.363822644,-5.281311804,0.543570302,0.202736531,4.956065589,0.389324357,0.698509707,0.94822975,-4.957508844,0.661222187,0.7443579,5.070237219,2.550157872,0.011507395,0.050845792,-3.132931418,0.254060784
ENSG00000175606.11,TMEM70,0.123016591,4.714496104,0.40664112,0.684607977,0.800770596,-6.070076844,0.715923708,-0.383275204,4.326187323,-0.879456573,0.382904207,0.911241318,-4.769192405,0.391434734,-0.343965027,5.149740361,-1.437693374,0.152065756,0.285032134,-5.227881478,0.261803854
ENSG00000175634.15,RPS6KB2,-0.394440793,4.774592375,-1.085273433,0.278811395,0.476023988,-5.562222321,0.471124113,-0.333974079,3.595169159,-1.248052101,0.217194311,0.911241318,-4.553784234,0.384912618,-0.136607645,3.93065743,-0.686850862,0.492963118,0.638408929,-5.957364089,0.461612743
ENSG00000175643.10,RMI2,-0.592811754,4.278298839,-0.890447204,0.374053592,0.559718874,-5.688030058,0.381974938,0.457008162,2.621767646,0.925352301,0.358744936,0.911241318,-4.687180741,0.385297509,-0.082398482,2.028221963,-0.1912972,0.84848457,0.905654842,-5.861400945,0.328250076
ENSG00000175662.18,TOM1L2,-1.151487091,5.242914744,-2.51152184,0.012631404,0.125383818,-3.137207677,0.643258453,-0.215069656,4.566390051,-0.49326246,0.623751949,0.934913636,-4.920131973,0.47179373,-0.386958446,3.075184272,-1.499970645,0.135180671,0.262886563,-5.027681034,0.254050051
ENSG00000175701.10,MTLN,-0.632717196,4.257066245,-1.154911846,0.249192747,0.447115338,-5.430441249,0.668292267,0.50091291,4.777783787,1.71821245,0.091271176,0.911241318,-4.197408014,0.407996274,0.459520813,4.309272204,1.64908665,0.100681519,0.215218293,-4.905581285,0.299092905
ENSG00000175707.9,KDF1,-0.025260148,5.403604877,-0.055810921,0.955535537,0.972302752,-6.180632531,0.62607348,0.573050807,3.418571083,0.772078025,0.443307541,0.911241318,-4.790098437,0.424400505,-0.508055892,2.135993953,-0.984759835,0.32591809,0.482470936,-5.396976615,0.272587448
ENSG00000175727.14,MLXIP,-0.647792237,4.544092367,-1.71902289,0.086807054,0.269579061,-4.689161455,0.585622883,-0.519585086,4.291781148,-1.242097578,0.219366397,0.911241318,-4.564985603,0.486121772,-0.543213418,3.224362202,-2.034873404,0.043167949,0.121126489,-4.145067664,0.273941053
ENSG00000175745.14,NR2F1,-0.435944194,1.914185056,-0.58615732,0.558281132,0.709968375,-5.602431607,0.691522683,-1.63528292,2.46913733,-1.762081778,0.083501491,0.911241318,-4.320750899,0.376935214,-0.941206669,2.976409872,-1.635483938,0.10350224,0.219153551,-4.732586598,0.255055094
ENSG00000175756.13,AURKAIP1,1.429498645,7.27531963,4.108026109,5.36E-05,0.014689564,1.660264417,0.434572148,0.656441374,7.120600886,2.279421034,0.026465073,0.911241318,-3.593472584,0.440456625,0.906249871,7.303077187,3.876495062,0.000143181,0.00550506,0.788675394,0.270105342
ENSG00000175792.12,RUVBL1,0.048106922,5.268053798,0.138257856,0.890144245,0.932439598,-6.165818745,0.472456991,0.023802139,4.337324684,0.064714774,0.948631078,0.990924268,-4.980857995,0.856457094,-0.169538883,3.580971712,-0.708252053,0.479603827,0.626425083,-5.920863545,0.352606725
ENSG00000175793.12,SFN,0.741743605,12.4070663,1.073305066,0.284134931,0.480947951,-5.583835477,0.599507933,0.272996974,4.519757755,0.189195735,0.850622015,0.977968547,-4.979387691,0.870027927,-0.021828611,4.509699098,-0.024919958,0.980143367,0.988183847,-6.210205901,0.381393278
ENSG00000175806.15,MSRA,-0.375570342,2.571365977,-0.692128585,0.489477657,0.656583375,-5.627282849,0.386187348,-0.01184127,4.292596546,-0.021953493,0.982562928,0.997969011,-4.979971508,0.398371242,-0.028483558,4.045323515,-0.107971542,0.914125253,0.947768316,-6.186992944,0.403331887
ENSG00000175826.12,CTDNEP1,-0.482395857,5.750922396,-1.749549599,0.081382456,0.261123997,-4.716490578,0.551007799,0.342465612,5.662333519,1.196084616,0.236692804,0.911241318,-4.607429609,0.574244218,0.07353698,4.194612461,0.325573592,0.745083416,0.837488736,-6.150443522,0.344626291
ENSG00000175832.13,ETV4,0.531629242,4.268967722,0.785743349,0.432737307,0.607921143,-5.837325485,0.70310129,0.364832816,1.338965106,0.4024616,0.6888733,0.946464476,-4.718272928,0.876512252,0.112547509,2.726320681,0.153770092,0.877944267,0.926060488,-6.071573806,0.257676015
ENSG00000175854.14,SWI5,-0.035113576,4.598439975,-0.095560122,0.923943957,0.952904413,-6.125677801,0.700052254,0.531964698,4.446594882,1.800692604,0.077125872,0.911241318,-4.12573083,0.456090308,0.266322417,4.382450327,1.096478386,0.274172719,0.427305976,-5.631506894,0.302640718
ENSG00000175866.15,BAIAP2,-0.498040291,4.937941527,-1.065955443,0.287438128,0.483099678,-5.589401599,0.383987629,-0.200833576,3.234631565,-0.449736047,0.654633151,0.942339775,-4.867710117,0.706163439,-0.636964702,3.427090743,-1.874818678,0.062258423,0.154151489,-4.454064752,0.253126065
ENSG00000175895.4,PLEKHF2,0.234704825,5.244489161,0.646236191,0.518699571,0.679599046,-5.982186878,0.627653876,-0.416089382,4.220013489,-1.036964257,0.304200145,0.911241318,-4.686850054,0.39778564,-0.510854092,3.962089676,-1.960869592,0.051266415,0.135354954,-4.342347165,0.378911821
ENSG00000175899.15,A2M,-1.724053798,6.398395244,-2.233672821,0.026360198,0.161730471,-3.786313887,0.390473254,-1.699022796,7.247724416,-2.750732303,0.007989607,0.911241318,-3.006292172,0.38609215,-1.780355114,9.008541524,-3.469068995,0.00063809,0.010479171,-0.544199153,0.260576769
ENSG00000175906.5,ARL4D,1.042290938,6.2407144,1.480121329,0.140058283,0.336729403,-5.162571833,0.677613478,-0.378646107,4.672992076,-0.43936608,0.662083549,0.943084565,-4.935494485,0.436134672,-0.048485064,5.413126627,-0.130012596,0.896685616,0.937859528,-6.215984576,0.300327219
ENSG00000175931.13,UBE2O,-0.460821752,4.726986825,-1.365887826,0.17316107,0.371790538,-5.22648316,0.413389548,-0.64324853,3.993094294,-1.758668008,0.084085702,0.911241318,-4.177431819,0.386199034,0.00010117,3.626666687,0.000415291,0.999669055,0.99982834,-6.170643552,0.33405382
ENSG00000175938.7,ORAI3,-0.332479569,3.063228204,-0.661883733,0.508635188,0.671739433,-5.728142817,0.40105634,0.773312296,4.625660524,2.007444735,0.049526981,0.911241318,-3.922342283,0.555007776,0.545775887,4.083617979,2.567310177,0.010970776,0.049236419,-3.077020988,0.291503335
ENSG00000175970.11,UNC119B,-1.035448762,4.052405414,-1.863299752,0.063553804,0.231786988,-4.373703831,0.474085083,-0.238471972,4.689829568,-0.430996763,0.668121758,0.943801957,-4.939109732,0.445598837,-0.894878798,2.365227707,-2.252102945,0.025389744,0.085272943,-3.529637688,0.261551115
ENSG00000176014.13,TUBB6,-0.486372622,7.363598303,-0.885033371,0.376960922,0.562028364,-5.838522081,0.43387595,0.606628097,4.851695632,0.929194647,0.356767944,0.911241318,-4.758365284,0.4145442,-0.428603955,2.922361714,-1.098995073,0.273076111,0.425929772,-5.489471728,0.280507808
ENSG00000176018.13,LYSMD3,-0.926640113,3.741188065,-2.248135895,0.025410393,0.158964417,-3.622404187,0.393661202,-0.649507927,3.793230484,-1.401095791,0.166691339,0.911241318,-4.455081737,0.388726283,-1.081802046,3.736577637,-3.979344943,9.63E-05,0.004467433,1.165373972,0.307690654
ENSG00000176022.7,B3GALT6,0.396480721,5.017801481,1.071041501,0.285149496,0.481437032,-5.626677192,0.394711104,0.515255275,4.578481344,1.671005632,0.100288873,0.911241318,-4.2404812,0.39725245,0.487007809,4.321672561,2.254504135,0.025235746,0.084883182,-3.789927607,0.269616358
ENSG00000176046.9,NUPR1,0.642686356,1.279237851,1.067656538,0.286671284,0.482421525,-5.251351944,0.543176833,0.132347778,2.438321156,0.20287603,0.839965705,0.976224893,-4.827329712,0.478149538,-0.36942455,2.752232258,-1.0000896,0.318461615,0.475079992,-5.558349408,0.252748532
ENSG00000176058.13,TPRN,-0.14660534,3.57205821,-0.343327024,0.731631443,0.833191192,-5.968770711,0.433008416,0.19317021,4.416950823,0.416347451,0.678743866,0.945678146,-4.938161793,0.606125903,0.050664755,3.798515761,0.151035605,0.880098095,0.927536477,-6.171080411,0.354931101
ENSG00000176087.15,SLC35A4,-0.766081955,6.395489428,-2.598113713,0.009911462,0.115116799,-2.987657584,0.693610712,-0.344100219,6.73983778,-1.291576096,0.201798357,0.911241318,-4.544420101,0.672595717,-0.129189505,5.813391175,-0.671778355,0.502491072,0.645664079,-6.007839041,0.383234285
ENSG00000176095.12,IP6K1,-0.886892027,4.964237262,-2.936022906,0.00362381,0.08249403,-2.060628381,0.615805389,-0.154423372,5.045689168,-0.397540943,0.692476726,0.947402653,-4.955487143,0.863291389,-0.465190349,4.510294807,-1.945837097,0.05305933,0.138242914,-4.394054358,0.358469861
ENSG00000176101.12,SSNA1,0.49367484,7.298104714,1.477757779,0.14068967,0.33734696,-5.168857508,0.678661845,0.114061115,6.988485881,0.359052276,0.720903406,0.954543014,-4.986620434,0.728047889,0.298494192,6.656157413,1.285898327,0.199948123,0.34509565,-5.413577012,0.2801374
ENSG00000176102.13,CSTF3,-1.059882358,4.05014084,-2.882574033,0.00427594,0.087605464,-2.14241927,0.591237223,-0.231641414,3.599159594,-0.735556741,0.465063715,0.911241318,-4.807338467,0.531230922,-0.290877386,3.357763603,-1.462717312,0.145096251,0.276430793,-5.119138217,0.25306509
ENSG00000176105.14,YES1,0.030612866,5.853139596,0.067743744,0.946041983,0.966676493,-6.195121483,0.67424948,-0.471313603,4.719470058,-1.01230354,0.315737762,0.911241318,-4.708651462,0.41111161,-0.866405527,4.671268519,-3.585305727,0.000422035,0.00866586,-0.197188535,0.390896876
ENSG00000176108.9,CHMP6,-0.194521193,4.283687592,-0.675518314,0.499950206,0.66493732,-5.875408638,0.668808763,0.098349745,4.816830251,0.332452129,0.740786542,0.95770945,-4.965433189,0.380992409,-0.187092739,4.394554043,-0.825199127,0.41023034,0.565305091,-5.87623439,0.280242922
ENSG00000176125.7,UFSP1,0.295059167,2.324815476,0.723375438,0.470103145,0.640390508,-5.651044146,0.722166016,0.429095835,2.25131555,1.017118976,0.313461951,0.911241318,-4.632646171,0.426238059,1.022097623,2.489330288,3.812435662,0.000182623,0.006041944,0.603384486,0.360947554
ENSG00000176142.13,TMEM39A,-0.995723276,4.316686877,-2.297802911,0.022371839,0.152176038,-3.560631357,0.43392917,-0.786612063,3.367664896,-1.802599122,0.076821908,0.911241318,-4.173960515,0.530600073,-0.632094629,3.230087042,-2.562765365,0.011110737,0.04966526,-3.005923342,0.363398634
ENSG00000176153.12,GPX2,1.410345884,6.066056865,0.945635701,0.345217282,0.53443082,-5.783640891,0.700991077,-2.451289655,1.797176943,-1.263605705,0.211595698,0.911241318,-4.54836068,0.395164178,-1.040235935,8.460494113,-1.263680562,0.207798647,0.353732126,-5.402456249,0.339524859
ENSG00000176155.19,CCDC57,-0.086657576,2.134383779,-0.193493371,0.846724511,0.906429155,-5.79621228,0.49698939,-0.002300965,3.082923631,-0.004249939,0.996624121,0.999336632,-4.908195325,0.397998588,0.972074143,2.177661539,3.974481098,9.81E-05,0.00447817,1.165279952,0.32652272
ENSG00000176170.14,SPHK1,-0.171138578,5.671038755,-0.331806731,0.740303999,0.838787401,-6.132703891,0.683412753,1.420845043,2.86237568,1.78714913,0.079314257,0.911241318,-4.188592178,0.544109714,0.183158925,1.946310497,0.283185019,0.77732452,0.859051129,-5.867030414,0.258023889
ENSG00000176171.11,BNIP3,0.582062701,4.814542883,0.943821786,0.346141802,0.535199731,-5.744208325,0.622286896,0.136308961,5.63536985,0.272473071,0.786258366,0.965990432,-4.989084522,0.393429039,-0.018519585,5.996265072,-0.083659672,0.933409729,0.95936227,-6.22052264,0.603194764
ENSG00000176182.6,MYPOP,-0.33476953,4.0359445,-1.045192652,0.296910081,0.490896337,-5.542531407,0.487447766,0.189114793,3.662706753,0.647699106,0.519820675,0.92437326,-4.846612078,0.661575067,0.06767675,3.39006341,0.321971409,0.747806739,0.83879267,-6.107238206,0.261923494
ENSG00000176209.12,SMIM19,-0.304775148,3.789537245,-0.678589779,0.498004718,0.663574445,-5.819214377,0.396976868,0.214508591,4.080728296,0.65553945,0.51479901,0.923793298,-4.858858043,0.417731428,0.005400447,4.28437118,0.019477316,0.984479525,0.990946149,-6.20337692,0.58404844
ENSG00000176248.9,ANAPC2,-0.653410435,4.593364393,-2.080568016,0.038458108,0.18708561,-4.04405134,0.398051195,-0.24479064,4.449606061,-0.773372532,0.4425475,0.911241318,-4.820200722,0.386523208,-0.300014072,4.498873088,-1.475018558,0.141761819,0.272042586,-5.162111275,0.391544181
ENSG00000176261.15,ZBTB8OS,0.78576772,4.023724097,2.975802333,0.003198977,0.080474808,-1.966298994,0.407563414,0.230076236,3.769890514,0.80413902,0.424710101,0.911241318,-4.79200108,0.653346769,0.304558304,3.645233893,1.545094106,0.123886033,0.247548883,-5.037000251,0.25791787
ENSG00000176340.4,COX8A,0.035974875,8.395482449,0.108564062,0.913632468,0.946334783,-6.207628627,0.548777232,0.401552009,8.444605712,1.193698558,0.237617659,0.911241318,-4.614478371,0.509462193,0.677620966,8.18184176,3.291922931,0.001174146,0.014242574,-1.082681601,0.416731226
ENSG00000176386.9,CDC26,0.371282499,4.442694692,1.236459642,0.217409733,0.416607984,-5.410134902,0.405948393,0.008214865,3.832896012,0.022062651,0.98247624,0.997969011,-4.961990566,0.417326991,-0.527292708,3.976654717,-2.504841096,0.013039752,0.054991172,-3.203660359,0.276060231
ENSG00000176387.7,HSD11B2,0.131583643,3.083072785,0.231733866,0.816928017,0.887696479,-5.968247153,0.642273379,-0.93611033,2.975255452,-0.620314018,0.53756206,0.924860547,-4.776475923,0.427741255,0.153831683,2.680545745,0.445272186,0.656599056,0.771742437,-5.983308442,0.274827556
ENSG00000176393.11,RNPEP,-0.636468553,5.843127695,-2.080261126,0.038486477,0.18708561,-4.114291241,0.387011734,-0.027190876,5.787296175,-0.102641332,0.918613536,0.986116436,-5.008899374,0.498833046,0.069945731,5.552069298,0.304959627,0.760710351,0.848064649,-6.180915045,0.33003716
ENSG00000176396.11,EID2,-0.294935072,4.863117582,-0.951694827,0.342140549,0.531551569,-5.702852029,0.56193762,0.139278717,4.612323402,0.465667092,0.643256057,0.939915907,-4.931119731,0.413118534,-0.032153598,4.217742923,-0.153761593,0.87795096,0.926060488,-6.188978533,0.579800035
ENSG00000176407.18,KCMF1,0.186090555,5.133467211,0.680908923,0.496538445,0.662367372,-5.952651285,0.723675918,-0.03322545,4.257702789,-0.0963595,0.923578352,0.986116436,-4.976311852,0.386247948,-0.206932751,4.052144097,-1.197031021,0.232694991,0.382658546,-5.500980075,0.253466822
ENSG00000176410.8,DNAJC30,-0.058342378,3.642996306,-0.198713175,0.842643278,0.904130759,-6.020944795,0.417571983,0.668391628,4.349031218,2.581865722,0.012464447,0.911241318,-3.290937601,0.410503341,0.65073076,4.044206704,3.49035571,0.000592029,0.010093368,-0.503315006,0.297269531
ENSG00000176422.14,SPRYD4,-0.624887057,2.295458286,-1.875813877,0.061807524,0.229122138,-4.185365493,0.382030836,0.189815343,2.691203186,0.61981448,0.537888563,0.924860547,-4.78933447,0.408658479,0.39954965,3.388508889,1.64441597,0.101643013,0.21665246,-4.874291725,0.256533003
ENSG00000176428.6,VPS37D,0.487040146,1.251991422,0.686418909,0.493064076,0.659819848,-5.527169273,0.49858452,0.549720166,4.442695877,0.946940239,0.347729028,0.911241318,-4.742987739,0.400657809,0.025790665,3.189213203,0.082819846,0.93407666,0.959638607,-6.130239076,0.256506802
ENSG00000176435.7,CLEC14A,-0.95745681,3.939629792,-1.62611057,0.105144271,0.293647195,-4.752281672,0.381491092,-1.367838748,4.01592707,-1.996178185,0.050775302,0.911241318,-3.989713434,0.438216178,-0.859382799,4.401302573,-2.661344152,0.008407831,0.041333269,-2.835993094,0.275423169
ENSG00000176444.19,CLK2,-0.701135908,4.77884591,-1.800742371,0.07290875,0.247447473,-4.563998861,0.423856093,-0.315013542,4.77525468,-0.694246327,0.490391874,0.914758923,-4.858751352,0.420427013,-0.60182448,4.437392587,-2.248023734,0.02565324,0.085871975,-3.790837229,0.346716311
ENSG00000176454.14,LPCAT4,-0.616489175,4.692824811,-1.317543415,0.188822802,0.388175789,-5.27624452,0.596842363,-0.157866465,4.075134052,-0.418272738,0.67734405,0.945678146,-4.923727163,0.412121497,-0.0739937,1.849707031,-0.213225914,0.831365435,0.894233935,-5.801310081,0.254065068
ENSG00000176463.14,SLCO3A1,-0.578277969,3.785474606,-1.031417562,0.303308852,0.496156605,-5.514076956,0.442623832,0.497515002,3.254602657,1.013528102,0.315157971,0.911241318,-4.68003724,0.375570163,-0.667079013,1.50643705,-1.73285705,0.084644651,0.189979084,-4.343648028,0.279018038
ENSG00000176476.9,SGF29,0.110774383,4.089306276,0.28291746,0.777466476,0.862940615,-6.059275952,0.689527562,0.236489107,4.085172623,0.971919757,0.335261154,0.911241318,-4.722218065,0.404300275,0.66033486,4.298784526,3.162652041,0.001803984,0.017373368,-1.504047312,0.263159498
ENSG00000176485.12,PLAAT3,0.325378836,2.780206198,0.428950126,0.668316689,0.789525198,-5.885474782,0.577041635,0.863988885,6.783427558,1.227739347,0.224669759,0.911241318,-4.590278166,0.403427296,0.397486819,5.208777418,1.006369101,0.315439987,0.471704882,-5.735301766,0.255909022
ENSG00000176531.10,PHLDB3,0.406551913,4.024706052,1.003551626,0.316533022,0.508104495,-5.631112222,0.543571011,-0.268247549,2.503128193,-0.579293493,0.564709401,0.927724874,-4.767282998,0.380952984,0.3509411,3.666714565,1.544837472,0.123948104,0.247548883,-5.03988836,0.447102324
ENSG00000176532.4,PRR15,-0.858049088,1.628999245,-0.91990853,0.358477982,0.546032184,-5.322855803,0.690525332,0.022926693,2.94749677,0.026525854,0.978932015,0.997969011,-4.897969536,0.427846632,0.150803326,0.602685064,0.270847298,0.786784567,0.864729177,-5.534742084,0.629402179
