genes,symbol,HNSC_logFC,HNSC_AveExpr,HNSC_t,HNSC_P.Value,HNSC_adj.P.Val,HNSC_B,HNSC_stdev,KIRP_logFC,KIRP_AveExpr,KIRP_t,KIRP_P.Value,KIRP_adj.P.Val,KIRP_B,KIRP_stdev,LIHC_logFC,LIHC_AveExpr,LIHC_t,LIHC_P.Value,LIHC_adj.P.Val,LIHC_B,LIHC_stdev
ENSG00000100416.15,TRMU,0.226978292,3.27943225,0.675123249,0.500200736,0.665030961,-5.809329225,0.555168964,-0.111163187,2.871146115,-0.322734767,0.74809551,0.959533525,-4.861811374,0.436852413,0.109779652,2.774698199,0.45821679,0.647288418,0.76426743,-5.992993955,0.280084491
ENSG00000100417.12,PMM1,0.156925755,3.677091026,0.505557372,0.61359811,0.752477938,-5.941801503,0.46780294,-0.023076259,4.203072869,-0.057089755,0.954676485,0.992440111,-4.976157768,0.382064047,-0.158310991,4.188798527,-0.612757159,0.540724979,0.678119328,-6.015604859,0.261346879
ENSG00000100418.8,DESI1,-0.569133985,5.249994568,-1.900747934,0.058447083,0.223407432,-4.426732675,0.385101186,-0.152721275,5.139291303,-0.525816011,0.6010878,0.932967715,-4.924077606,0.385037065,-0.264790678,5.434318215,-1.199351329,0.231793908,0.381637343,-5.532017592,0.299069907
ENSG00000100422.14,CERK,-0.272698262,5.018881193,-0.571785057,0.567964339,0.717767912,-5.995335514,0.658989603,-0.12290549,4.440536357,-0.240466246,0.810845124,0.971924153,-4.968201077,0.587138002,-0.42435364,4.776829344,-1.584392717,0.114666007,0.235264101,-5.007862288,0.510509042
ENSG00000100425.18,BRD1,-0.792770472,4.696663926,-2.018328576,0.044589592,0.199291353,-4.166221167,0.387712485,-0.277692328,3.990027757,-0.698395158,0.487814196,0.914091692,-4.836333503,0.388179128,-1.012857109,3.215520777,-3.249583718,0.001353442,0.015130251,-1.154764503,0.252958017
ENSG00000100426.7,ZBED4,-0.74918247,4.182070614,-1.781577322,0.075991867,0.252690199,-4.551981001,0.717054181,-0.183972443,3.125365842,-0.470545326,0.63978923,0.939649241,-4.855289051,0.636821675,-0.777842951,2.527600944,-2.394985095,0.01753288,0.06660992,-3.263338762,0.27659884
ENSG00000100439.10,ABHD4,-1.770911152,5.051752823,-3.084273545,0.002261797,0.071653376,-1.617485592,0.396267045,-0.424120374,5.276901011,-1.041525324,0.302098132,0.911241318,-4.699324307,0.384276572,-0.642236364,4.759326208,-2.255692731,0.025159818,0.084678766,-3.784016881,0.252611232
ENSG00000100441.10,KHNYN,-1.299666993,4.571585907,-2.690111071,0.007607918,0.106956331,-2.658260804,0.701841305,-0.756426691,3.548366814,-1.734691415,0.088285289,0.911241318,-4.214178736,0.501011482,-1.195386377,2.99253476,-3.111468121,0.002130554,0.018803369,-1.515778284,0.381522293
ENSG00000100442.11,FKBP3,-0.064726085,5.499504132,-0.191380718,0.848377524,0.907053231,-6.165727606,0.477439701,0.276936428,5.227869969,0.942124448,0.350167095,0.911241318,-4.755428202,0.445934939,-0.407594551,4.91325522,-1.903260265,0.058426046,0.147635991,-4.483056537,0.252950321
ENSG00000100450.13,GZMH,-0.743777292,3.038216938,-0.596594806,0.551299923,0.704706316,-5.683614514,0.38493752,-1.16962323,2.596124722,-1.306377357,0.196753217,0.911241318,-4.514931632,0.410792073,0.114329705,2.159829536,0.304853738,0.760790883,0.848069893,-5.886238147,0.378117575
ENSG00000100461.18,RBM23,-0.48555885,3.994870548,-1.447057267,0.149092155,0.346547533,-5.057389946,0.403257471,-0.050700687,3.624848766,-0.154987683,0.87738713,0.980038104,-4.94427083,0.375641742,-0.624041517,2.962792005,-2.381101574,0.018188536,0.068399658,-3.383508058,0.292858438
ENSG00000100462.16,PRMT5,-1.206367703,4.660528907,-2.514985746,0.012510974,0.124887313,-3.089597203,0.521330977,-0.038148407,3.881646064,-0.079735163,0.936731553,0.989210335,-4.962125849,0.693691595,-1.132235887,3.098476589,-2.884045325,0.004350861,0.027844543,-2.143087877,0.260858877
ENSG00000100483.14,VCPKMT,-0.167619197,3.65984085,-0.454654414,0.649739354,0.777259238,-5.940333087,0.388733349,-0.205352606,2.859757028,-0.497769851,0.620591265,0.933725874,-4.825535581,0.397068297,-0.142387654,2.507665045,-0.74274595,0.458496913,0.609585054,-5.742195573,0.387141434
ENSG00000100485.12,SOS2,-0.988753768,4.184121657,-2.112759714,0.035579978,0.181760767,-3.931737391,0.413169226,-0.319459195,4.287017979,-0.785909146,0.435226604,0.911241318,-4.810415802,0.389784658,-0.960786714,2.869634466,-3.178434131,0.00171305,0.016791194,-1.333010236,0.536143237
ENSG00000100503.26,NIN,-0.831464881,3.944947922,-1.809617742,0.071516235,0.245294299,-4.473810257,0.429825284,0.028859362,3.167895785,0.067971275,0.946050104,0.990924057,-4.918787335,0.498620543,-0.587529022,2.123370468,-1.638918405,0.102784149,0.218171679,-4.59447088,0.253724248
ENSG00000100504.17,PYGL,0.586857015,6.435732427,0.69767159,0.486009487,0.654262457,-5.979990758,0.644469151,0.091188514,4.173541905,0.152573106,0.879282181,0.980461802,-4.97059052,0.563514163,0.086777376,6.027003476,0.299834697,0.764611033,0.85054802,-6.179363448,0.256570958
ENSG00000100519.12,PSMC6,-0.054762185,5.015107826,-0.181399033,0.856196496,0.911291498,-6.144284788,0.718413137,-0.190244698,4.190853854,-0.706393838,0.482865858,0.912676245,-4.840646429,0.429020984,-0.381711977,4.300103194,-2.250931813,0.025465151,0.085373439,-3.785007317,0.268700698
ENSG00000100522.10,GNPNAT1,-0.427651673,3.832078327,-0.830711273,0.406903163,0.58732966,-5.706945742,0.665909489,-0.538202309,2.58135108,-1.14424465,0.257379357,0.911241318,-4.584803764,0.430667937,-1.100457343,3.700892216,-3.677111794,0.000302245,0.007449912,0.139161699,0.43194397
ENSG00000100526.20,CDKN3,0.472597318,4.850565718,0.988549141,0.323807949,0.514224158,-5.701993678,0.691422417,-0.379593859,1.805532711,-0.622523303,0.536119276,0.924860547,-4.703669153,0.384078243,0.161228947,3.224818544,0.308173919,0.758267008,0.845930995,-6.10113945,0.432040792
ENSG00000100528.12,CNIH1,-0.155537527,5.721443976,-0.438030409,0.661729951,0.784760548,-6.097065235,0.665533058,-0.233618228,5.139146393,-0.686250386,0.495380916,0.918044013,-4.869082542,0.456174912,-0.876890721,5.836090848,-4.60090624,7.41E-06,0.001449724,3.483838368,0.400526298
ENSG00000100554.12,ATP6V1D,-0.309876389,5.72499604,-0.995012195,0.32066059,0.51127134,-5.709744915,0.55748861,0.386596341,5.872043467,1.006966971,0.31827285,0.911241318,-4.724985521,0.854591373,-0.207398507,4.725666898,-1.108797574,0.268833651,0.420979495,-5.622912281,0.342632571
ENSG00000100558.9,PLEK2,-0.798841079,6.792948801,-1.064476004,0.288106183,0.483554382,-5.660719111,0.575983816,-0.204205007,3.502721915,-0.315379138,0.753643629,0.960186332,-4.914431017,0.480238761,-1.110844397,2.733491547,-1.267602499,0.206396723,0.352149648,-5.137239253,0.363407236
ENSG00000100564.9,PIGH,-0.43989095,3.437766463,-1.293549372,0.19697551,0.396356441,-5.200039727,0.570333217,-0.044806078,3.755122843,-0.118308665,0.906245553,0.985842362,-4.953890341,0.420381908,-0.51973112,3.33765264,-2.406106918,0.017022795,0.065401216,-3.390326185,0.502233415
ENSG00000100567.13,PSMA3,0.495066089,6.536838946,1.677920926,0.094570805,0.280815417,-4.864509731,0.702988017,-0.156329436,5.756603892,-0.607520628,0.545956037,0.924883096,-4.905589004,1.011124941,0.003894373,6.083825064,0.022649971,0.981951803,0.989263179,-6.222257218,0.523606884
ENSG00000100568.11,VTI1B,-0.335372739,3.981577173,-1.207599294,0.228304889,0.42656513,-5.369703756,0.624103625,0.095774353,4.431988623,0.289675571,0.773132034,0.963218256,-4.962458208,0.501205121,-0.488499421,3.54204618,-2.593671538,0.010189648,0.046928604,-2.972357147,0.255664512
ENSG00000100575.14,TIMM9,0.77337392,5.117143247,2.500092702,0.013036115,0.126975406,-3.218916939,0.38154084,0.280507906,4.970211787,0.967272715,0.337557947,0.911241318,-4.739304235,0.404337468,0.477501076,4.811845258,2.321309728,0.021265722,0.075817102,-3.654038599,0.278979957
ENSG00000100577.19,GSTZ1,0.764730698,3.00848283,2.26100417,0.024590502,0.156754367,-3.638549836,0.391845471,0.752992132,3.002905159,2.338834829,0.022930511,0.911241318,-3.691580743,0.594290104,0.199076841,3.435218034,0.538763222,0.590642474,0.719751446,-6.021075731,0.254927513
ENSG00000100591.8,AHSA1,-0.140846082,6.926816651,-0.45102338,0.652350715,0.77862522,-6.116267846,0.717530234,-0.233018179,6.202372006,-0.719732463,0.474676627,0.911241318,-4.866876344,0.432142991,0.031979726,6.094363961,0.150660383,0.880393709,0.9277606,-6.210980886,0.262975645
ENSG00000100592.16,DAAM1,-0.592813745,4.240369852,-1.117936971,0.26463154,0.462292888,-5.479038671,0.439682811,-0.436150072,2.25151446,-0.921501242,0.360733495,0.911241318,-4.654713121,0.384210455,-0.464180474,2.467705156,-1.310464338,0.191524336,0.334166641,-5.134232505,0.284750487
ENSG00000100596.7,SPTLC2,-0.548034169,4.96197577,-1.401820992,0.162168008,0.360483572,-5.194271357,0.381755919,-0.157001393,4.85661551,-0.38173506,0.704099543,0.949992534,-4.954794526,0.427793207,-0.421508198,2.936150737,-1.779248976,0.076700064,0.177200257,-4.570446279,0.254104172
ENSG00000100599.16,RIN3,-1.353200414,3.313045647,-2.314514601,0.021423445,0.150461617,-3.399767416,0.445093279,-0.512076009,3.377640398,-0.878622353,0.383352611,0.911241318,-4.733273638,0.408581889,-0.05680047,2.983236537,-0.205311253,0.837535349,0.898304623,-6.092811314,0.298127686
ENSG00000100600.15,LGMN,-0.837059069,6.601156529,-2.053110197,0.041068083,0.192042656,-4.184322624,0.637107257,-0.183704865,6.858800092,-0.255772753,0.799061512,0.970305731,-5.003659516,0.516741145,-0.57011228,6.011943085,-2.142212444,0.033371262,0.101976266,-4.032939333,0.254088651
ENSG00000100601.10,ALKBH1,-0.572777408,3.715151322,-1.829130124,0.068531799,0.239722287,-4.438242838,0.451255858,-0.003189451,3.381539926,-0.010979996,0.991278348,0.99833714,-4.93636425,0.453153326,-0.340785463,2.809249956,-1.708828621,0.089016006,0.19698358,-4.672302651,0.266957681
ENSG00000100603.14,SNW1,-0.385797518,6.302392409,-1.371610916,0.171373634,0.370021077,-5.298054934,0.711920935,-0.153620487,5.48979739,-0.45479798,0.651009088,0.941103339,-4.948815515,0.456423059,-0.34184428,5.201151046,-1.612620731,0.108385487,0.226238016,-4.973744894,0.295107715
ENSG00000100605.17,ITPK1,-0.043286754,4.949616396,-0.116270117,0.907528722,0.942745156,-6.148557895,0.470146287,-0.427286836,5.363535737,-1.042753644,0.301533749,0.911241318,-4.699228602,0.443392567,-0.34114216,5.377907312,-1.357136619,0.176249698,0.316451536,-5.33794551,0.294598963
ENSG00000100612.14,DHRS7,-0.778339088,5.455002593,-1.758918678,0.079774178,0.259375798,-4.676597283,0.48205347,0.248788746,5.924432145,0.558116371,0.57898485,0.92940076,-4.924563143,0.947094566,-0.743631127,5.932985452,-2.090032353,0.037864359,0.111060843,-4.135734691,0.254421665
ENSG00000100614.18,PPM1A,-0.623483914,4.024676824,-1.857127376,0.06443011,0.232963039,-4.415821449,0.382799729,-0.258783954,4.144717446,-0.726856616,0.470335045,0.911241318,-4.830844492,0.417772198,-0.748630486,3.745063825,-3.546350936,0.000485312,0.009139815,-0.300054405,0.269808933
ENSG00000100632.11,ERH,-0.267053798,7.65055765,-0.748789486,0.454664716,0.627425059,-5.947773115,0.556907342,0.026489863,7.185925966,0.096015389,0.923850408,0.986116436,-5.022715511,0.98361499,-0.062218261,6.919817897,-0.323517321,0.746637608,0.837845601,-6.154928568,0.331742015
ENSG00000100644.17,HIF1A,-0.190301456,7.348418486,-0.341306578,0.733149994,0.834208026,-6.16087184,0.722139466,-0.334563736,6.76759425,-0.582262751,0.562721811,0.927046202,-4.922926569,0.480719973,-1.327427637,4.734024829,-3.352862152,0.000954592,0.012755266,-0.922177387,0.393462036
ENSG00000100647.8,SUSD6,-1.424713924,5.945153799,-2.866233312,0.004495701,0.089136697,-2.270693084,0.697076828,-0.327294894,5.487550677,-0.711822245,0.479523616,0.912279904,-4.863083525,0.434134419,-1.14744793,3.531507006,-3.514971277,0.000542657,0.009648764,-0.367669373,0.389266639
ENSG00000100650.16,SRSF5,-0.561819128,6.240285405,-1.504827516,0.133588984,0.328531299,-5.109541421,0.673815745,-0.610372291,6.29737622,-1.374453749,0.174764918,0.911241318,-4.481743077,0.395556224,-0.352577783,5.918625064,-1.916827501,0.056668652,0.14453414,-4.466409639,0.358631147
ENSG00000100664.11,EIF5,-0.15348976,6.25299255,-0.436852574,0.662582868,0.785525536,-6.111461941,0.67424594,-0.31131401,5.642537478,-0.751496252,0.455494168,0.911241318,-4.84853151,0.446877998,-0.769294737,5.841198083,-3.809354293,0.000184759,0.006041944,0.537979372,0.377054625
ENSG00000100697.15,DICER1,-0.954661062,4.322557834,-1.795850919,0.073685692,0.248701992,-4.523258291,0.442016375,-0.535845698,3.384083814,-1.205428738,0.233096105,0.911241318,-4.573739941,0.380523524,-0.802069209,2.84507437,-2.686768107,0.007814562,0.039570918,-2.636734892,0.532703247
ENSG00000100714.17,MTHFD1,-0.885306232,4.246659633,-1.844062121,0.066318127,0.235613851,-4.440602066,0.385409473,0.248606237,4.041553473,0.684207537,0.496659995,0.919182816,-4.847709046,0.576202159,-0.366446699,5.040478071,-0.999421958,0.318783997,0.475371552,-5.737659733,0.304665239
ENSG00000100726.15,TELO2,-0.283021682,5.200745124,-0.820979244,0.412414376,0.591554897,-5.838944422,0.70559241,0.218118282,4.888590582,0.749795297,0.45650991,0.911241318,-4.841461263,0.383035312,-0.022420303,4.324429552,-0.104410163,0.916947277,0.949725722,-6.199490826,0.329762716
ENSG00000100731.16,PCNX1,-1.011904032,3.570142019,-2.155011936,0.032084362,0.173673316,-3.783353295,0.410411598,-0.443620653,3.115261259,-1.077996618,0.285647246,0.911241318,-4.633150943,0.388786314,-0.906209373,2.496378298,-3.282553716,0.001211804,0.01450947,-1.015518497,0.297403096
ENSG00000100744.15,GSKIP,-0.508480656,4.412209987,-1.565124962,0.118776649,0.310025818,-4.923874259,0.519163289,-0.057530147,4.043622499,-0.162237487,0.871701591,0.979414182,-4.963100738,0.400177781,-0.71121248,3.497475447,-2.442422555,0.01544741,0.061341654,-3.309542145,0.252870819
ENSG00000100749.8,VRK1,-0.037744142,4.636330292,-0.093271145,0.925760386,0.954265385,-6.127397325,0.605365898,-0.139850314,2.921188376,-0.39516203,0.694221391,0.947629513,-4.853800277,0.379497533,-0.263597184,2.795850719,-0.903424858,0.367374714,0.524162675,-5.669405192,0.275608203
ENSG00000100767.17,PAPLN,-1.371714743,2.976088618,-1.526001191,0.128231834,0.321909877,-4.735377455,0.44521697,0.789863516,5.09654195,1.14202914,0.258291314,0.911241318,-4.639294695,0.386930242,-0.910407134,1.075967596,-1.47435607,0.141939872,0.272260407,-4.62858184,0.495325802
ENSG00000100796.17,PPP4R3A,-0.574280322,5.413244735,-1.59304709,0.112371336,0.302217614,-4.947515827,0.402418704,-0.327330745,4.72133607,-0.839937585,0.404507613,0.911241318,-4.796257142,0.617049946,-0.664152112,4.478546357,-3.076165646,0.002386733,0.019861032,-1.742139485,0.421325226
ENSG00000100804.19,PSMB5,0.15894027,8.152959994,0.570776389,0.568646946,0.718415169,-6.057528612,0.6484599,0.202750277,7.360858959,0.707008469,0.482486782,0.912676245,-4.880309521,0.488894921,0.155160158,7.522718524,0.874749551,0.38274729,0.539531849,-5.81406351,0.258336865
ENSG00000100811.14,YY1,-0.259201943,5.576297894,-0.840052706,0.401654932,0.582927019,-5.841413739,0.386147144,-0.331686519,5.0335994,-1.053212975,0.296757153,0.911241318,-4.690344913,0.389317149,-0.464821558,4.720525446,-2.473437171,0.014205783,0.058026838,-3.302815498,0.284007349
ENSG00000100813.14,ACIN1,-0.404258481,5.653496691,-1.349100902,0.178484796,0.377820276,-5.306879268,0.602621956,-0.329422962,5.288963254,-0.899963983,0.371985179,0.911241318,-4.776028012,0.600884955,-0.412951803,4.529989827,-1.835333671,0.067924134,0.162947986,-4.593197148,0.255863785
ENSG00000100814.18,CCNB1IP1,-0.297429665,4.689504686,-0.662563895,0.50820006,0.671232688,-5.911396004,0.694602196,0.42508146,4.928658961,1.107675223,0.272727201,0.911241318,-4.659043963,0.768456754,-0.185538805,4.325416684,-0.527351247,0.598527421,0.725391702,-6.067009894,0.253973069
ENSG00000100815.12,TRIP11,-1.216251711,3.826953557,-2.711880508,0.00713895,0.104573032,-2.554561319,0.475225059,-0.244181519,3.198397543,-0.496703545,0.621338336,0.933725874,-4.855992142,0.400290999,-0.818813419,2.830981412,-3.08698141,0.002305377,0.019498493,-1.594896528,0.286510557
ENSG00000100823.12,APEX1,-0.479266448,7.799593028,-1.369653985,0.171983253,0.370644414,-5.316224686,0.522655815,0.045406877,7.406398152,0.129640263,0.8973146,0.983808029,-5.021452138,0.736064452,-0.382704712,7.181583693,-1.699714849,0.090721225,0.199963195,-4.818151284,0.252631398
ENSG00000100836.10,PABPN1,-0.803719763,2.253748688,-1.34491194,0.179832166,0.379733119,-4.942344705,0.407598103,-0.31811331,2.955896101,-0.566001405,0.573649258,0.928777943,-4.815184087,0.40373729,-0.764433201,2.376619666,-2.199335265,0.028986903,0.092572679,-3.648370324,0.252680019
ENSG00000100852.13,ARHGAP5,-1.983060726,3.472651056,-2.03231116,0.043144248,0.196251973,-3.923544829,0.558952191,-0.758568996,2.748998078,-1.113144024,0.270391954,0.911241318,-4.59932745,0.556988748,-1.373877019,1.593135578,-2.895265201,0.004204361,0.027322237,-2.036946414,0.278683667
ENSG00000100865.15,CINP,0.094748816,4.020942415,0.366273186,0.714460757,0.821865472,-6.026074059,0.635893515,-0.003074041,3.755065945,-0.013250581,0.989474871,0.998247006,-4.958066874,0.825499086,0.524365861,3.605078121,2.936877744,0.003699527,0.02544619,-2.118478599,0.252861072
ENSG00000100883.13,SRP54,-0.889318194,4.532751329,-2.663435185,0.008220357,0.11021339,-2.742107102,0.662450032,-0.143451409,3.935274721,-0.444476292,0.658407717,0.94291149,-4.912499086,0.473608094,-0.892744779,4.017598719,-4.344834577,2.20E-05,0.0023507,2.49429254,0.252840364
ENSG00000100888.15,CHD8,-1.188361511,3.881837892,-2.565423639,0.01086966,0.118372212,-2.912136312,0.386853265,-0.215686318,3.103988412,-0.604191171,0.54815145,0.924883096,-4.821175914,0.517502331,-0.47529354,2.387169775,-1.857291159,0.064722891,0.157944756,-4.317513061,0.294895503
ENSG00000100889.12,PCK2,-0.186044402,4.795948109,-0.434571852,0.664235682,0.786414136,-6.048457334,0.719607034,-0.026953793,5.097782534,-0.056334541,0.9552754,0.99251049,-5.001013959,0.925283745,-0.376709042,7.761955591,-0.94699688,0.344769917,0.501613992,-5.752415707,0.252651568
ENSG00000100897.18,DCAF11,-0.508866402,4.870541893,-1.494931821,0.136151683,0.331764471,-5.062094953,0.476821901,0.214010629,5.03779738,0.662174703,0.510569501,0.922032373,-4.878384818,0.411235026,-0.64457589,5.588459423,-2.558289185,0.011250144,0.050114695,-3.113530959,0.254043373
ENSG00000100906.11,NFKBIA,-0.287741723,7.998121022,-0.614264777,0.539580482,0.695745044,-6.035597438,0.713905644,-0.13807027,7.089875031,-0.381128728,0.704546846,0.950184089,-4.982052991,0.699343567,-0.636131432,6.993777729,-2.623346182,0.009370324,0.044386996,-2.946451739,0.308238375
ENSG00000100908.14,EMC9,0.607618829,4.324341327,1.653760052,0.099389784,0.286425999,-4.840414981,0.436595181,0.443883196,4.13298386,1.734808903,0.088264295,0.911241318,-4.189474668,0.432593202,0.592564888,4.111117208,2.639858757,0.008940506,0.04298823,-2.902772346,0.437624074
ENSG00000100911.16,PSME2,0.582816433,7.151090405,1.341144206,0.18105053,0.381098965,-5.353082146,0.592466776,-0.064757544,6.348544551,-0.22327455,0.824132586,0.972214028,-5.003526127,0.491396799,0.513388123,6.937560855,2.459721565,0.014743493,0.059506035,-3.324491379,0.256219971
ENSG00000100934.15,SEC23A,-1.220474071,4.534384284,-2.179075489,0.030229043,0.169321194,-3.811479666,0.381613726,-0.803168876,3.79609762,-1.879289022,0.065401287,0.911241318,-4.083066269,0.456433624,-0.997258942,4.351601933,-3.839900445,0.000164594,0.005807017,0.66103689,0.253993136
ENSG00000100938.18,GMPR2,-0.71737745,5.432572576,-2.447964537,0.01503195,0.13251252,-3.313250107,0.598474684,0.007357853,5.701640596,0.023671339,0.981198738,0.997969011,-5.010881265,0.398291787,-0.285099784,5.152916902,-1.654888453,0.099497358,0.213339428,-4.907844784,0.272523991
